,Fitness,Iteration,Temperature,Time,max_iters
0,57.0,0,1,6.126599999944915e-05,550
1,57.0,1,1,0.0005009749999995705,550
2,57.0,2,1,0.0005619679999995242,550
3,58.0,3,1,0.0006116379999987487,550
4,59.0,4,1,0.0006582039999987188,550
5,59.0,5,1,0.0007048929999999842,550
6,59.0,6,1,0.0007433299999988208,550
7,60.0,7,1,0.0007832059999994812,550
8,61.0,8,1,0.0008261759999985685,550
9,62.0,9,1,0.0008701039999987614,550
10,62.0,10,1,0.0009201889999985724,550
11,63.0,11,1,0.0009631660000000153,550
12,63.0,12,1,0.0010084719999987612,550
13,64.0,13,1,0.0010459149999988426,550
14,65.0,14,1,0.001091790000000259,550
15,65.0,15,1,0.0011361179999997972,550
16,66.0,16,1,0.0011794329999990083,550
17,66.0,17,1,0.0012223649999985042,550
18,67.0,18,1,0.0012601809999992497,550
19,68.0,19,1,0.0013052909999995421,550
20,69.0,20,1,0.001357431999998937,550
21,68.0,21,1,0.0014027659999999997,550
22,69.0,22,1,0.0014495309999986716,550
23,69.0,23,1,0.0014941589999999394,550
24,69.0,24,1,0.001532233999999022,550
25,69.0,25,1,0.0015727109999996713,550
26,70.0,26,1,0.0016116459999988564,550
27,70.0,27,1,0.0016548969999998775,550
28,69.0,28,1,0.0016950739999987974,550
29,69.0,29,1,0.0017463539999997835,550
30,69.0,30,1,0.0017872899999993308,550
31,70.0,31,1,0.0018284159999986116,550
32,70.0,32,1,0.0018749279999994428,550
33,69.0,33,1,0.0019149960000000021,550
34,69.0,34,1,0.001965797999998742,550
35,70.0,35,1,0.002006597999999471,550
36,69.0,36,1,0.002052720000000008,550
37,69.0,37,1,0.0021033670000001337,550
38,70.0,38,1,0.002144267000000255,550
39,71.0,39,1,0.0021906859999987205,550
40,70.0,40,1,0.0022361669999995115,550
41,69.0,41,1,0.0022869039999999785,550
42,69.0,42,1,0.002337526999999895,550
43,69.0,43,1,0.0023783669999986046,550
44,70.0,44,1,0.0024199749999986864,550
45,69.0,45,1,0.0024666429999999906,550
46,70.0,46,1,0.002516752000000011,550
47,70.0,47,1,0.002563506999999632,550
48,71.0,48,1,0.002604299999999782,550
49,72.0,49,1,0.0026510129999994803,550
50,72.0,50,1,0.002696758999999105,550
51,72.0,51,1,0.011184795000000136,550
52,73.0,52,1,0.011257175999999092,550
53,73.0,53,1,0.011311447999998947,550
54,73.0,54,1,0.011351556999999346,550
55,73.0,55,1,0.011391358999999213,550
56,73.0,56,1,0.011430597999998682,550
57,73.0,57,1,0.011469570999999235,550
58,72.0,58,1,0.011508222999999873,550
59,72.0,59,1,0.011557885000000212,550
60,73.0,60,1,0.011596373999999798,550
61,74.0,61,1,0.011642214000000095,550
62,74.0,62,1,0.011686775999999455,550
63,74.0,63,1,0.011724508999998662,550
64,73.0,64,1,0.011762914999998486,550
65,73.0,65,1,0.011810704000000172,550
66,74.0,66,1,0.011848790000000164,550
67,74.0,67,1,0.011894351999998776,550
68,74.0,68,1,0.011932207999999278,550
69,75.0,69,1,0.011970114999998671,550
70,75.0,70,1,0.012015964999999795,550
71,76.0,71,1,0.012054213999999064,550
72,76.0,72,1,0.012099733999999529,550
73,75.0,73,1,0.01214021399999865,550
74,75.0,74,1,0.012188225999999247,550
75,74.0,75,1,0.012226265999998986,550
76,74.0,76,1,0.012273725000000013,550
77,74.0,77,1,0.012311442999999755,550
78,74.0,78,1,0.012349839999998835,550
79,74.0,79,1,0.012388203999998737,550
80,75.0,80,1,0.012426737999998494,550
81,76.0,81,1,0.012472605999999331,550
82,77.0,82,1,0.012517328999999577,550
83,78.0,83,1,0.01256242200000024,550
84,78.0,84,1,0.012608360999999846,550
85,78.0,85,1,0.012647653000000147,550
86,78.0,86,1,0.012686996999999423,550
87,79.0,87,1,0.012726226999999923,550
88,80.0,88,1,0.012772528999999366,550
89,81.0,89,1,0.012821130999999042,550
90,81.0,90,1,0.012867997999999048,550
91,81.0,91,1,0.012907553999999877,550
92,81.0,92,1,0.012948115999998677,550
93,81.0,93,1,0.012988130000000098,550
94,82.0,94,1,0.013028256000000127,550
95,82.0,95,1,0.013075771999998764,550
96,83.0,96,1,0.013115463000000105,550
97,83.0,97,1,0.013162646999999694,550
98,84.0,98,1,0.013202234999999618,550
99,84.0,99,1,0.013249748999999866,550
100,84.0,100,1,0.013289384000000126,550
101,84.0,101,1,0.02054016900000022,550
102,84.0,102,1,0.020599268999999865,550
103,85.0,103,1,0.020645835999999917,550
104,86.0,104,1,0.020699430999998825,550
105,86.0,105,1,0.020749710999998783,550
106,86.0,106,1,0.02079201499999961,550
107,86.0,107,1,0.020837682999999885,550
108,86.0,108,1,0.020880338999999637,550
109,87.0,109,1,0.020922710999998984,550
110,87.0,110,1,0.020971965999999398,550
111,87.0,111,1,0.02101312399999955,550
112,87.0,112,1,0.021054623999999578,550
113,87.0,113,1,0.021096096999999148,550
114,88.0,114,1,0.021137640999999263,550
115,88.0,115,1,0.021185692999999617,550
116,88.0,116,1,0.021226887999999278,550
117,89.0,117,1,0.021268399999998522,550
118,90.0,118,1,0.02131655099999996,550
119,90.0,119,1,0.021364824999999144,550
120,90.0,120,1,0.0214059769999988,550
121,90.0,121,1,0.02144731399999955,550
122,90.0,122,1,0.021488583000000006,550
123,90.0,123,1,0.0215300299999992,550
124,90.0,124,1,0.021571652999998747,550
125,90.0,125,1,0.021613162999999602,550
126,90.0,126,1,0.021654689000000005,550
127,90.0,127,1,0.021698669999999254,550
128,90.0,128,1,0.021741064999998727,550
