,Fitness,Iteration,Mutation Rate,Population Size,Time,max_iters
0,166.0,0,0.5,100,0.2663258909997239,150
1,166.0,1,0.5,100,0.5290003059999435,150
2,166.0,2,0.5,100,0.7870520650003527,150
3,166.0,3,0.5,100,1.0441933100000824,150
4,166.0,4,0.5,100,1.3105404230000204,150
5,166.0,5,0.5,100,1.5640513970001848,150
6,166.0,6,0.5,100,1.8249802110003657,150
7,166.0,7,0.5,100,2.0854187710001497,150
8,166.0,8,0.5,100,2.3498748749998413,150
9,166.0,9,0.5,100,2.5994227709998086,150
10,166.0,10,0.5,100,2.8543038019997766,150
