,Fitness,Iteration,Keep Percent,Population Size,Time,max_iters,use_fast_mimic
0,159.0,0,0.3,150,0.38722243400025036,150,True
1,163.0,1,0.3,150,0.8108568110001215,150,True
2,167.0,2,0.3,150,1.250397410000005,150,True
3,167.0,3,0.3,150,1.689365213000201,150,True
4,167.0,4,0.3,150,2.111072071000308,150,True
5,169.0,5,0.3,150,2.5273356630004855,150,True
6,170.0,6,0.3,150,2.9521127250000063,150,True
7,170.0,7,0.3,150,3.337777331000325,150,True
8,174.0,8,0.3,150,3.7493733290002638,150,True
9,175.0,9,0.3,150,4.134683057000075,150,True
10,175.0,10,0.3,150,4.535936948999733,150,True
11,179.0,11,0.3,150,4.953414857000098,150,True
12,179.0,12,0.3,150,5.336426095000206,150,True
13,179.0,13,0.3,150,5.721709985999951,150,True
14,179.0,14,0.3,150,6.157556637999733,150,True
15,181.0,15,0.3,150,6.547245832000044,150,True
16,181.0,16,0.3,150,6.985237411000526,150,True
17,181.0,17,0.3,150,7.401415215999805,150,True
18,183.0,18,0.3,150,7.796452426000542,150,True
19,183.0,19,0.3,150,8.241351581000345,150,True
20,183.0,20,0.3,150,8.662808945000506,150,True
21,183.0,21,0.3,150,9.143856696000512,150,True
22,183.0,22,0.3,150,9.626153269000497,150,True
23,183.0,23,0.3,150,10.08494540599986,150,True
24,183.0,24,0.3,150,10.529662330000065,150,True
25,183.0,25,0.3,150,11.02237489700019,150,True
26,183.0,26,0.3,150,11.535011974000554,150,True
27,183.0,27,0.3,150,12.026066741999784,150,True
28,183.0,28,0.3,150,12.501186903999951,150,True
