,Fitness,Iteration,Mutation Rate,Population Size,Time,max_iters
0,160.0,0,0.5,50,0.13944111299952056,150
1,160.0,1,0.5,50,0.2833880579992183,150
2,160.0,2,0.5,50,0.4131634009991103,150
3,164.0,3,0.5,50,0.5398023449997709,150
4,164.0,4,0.5,50,0.6823144459995092,150
5,165.0,5,0.5,50,0.8162830100000065,150
6,168.0,6,0.5,50,0.9520827709993682,150
7,168.0,7,0.5,50,1.0881059059993277,150
8,168.0,8,0.5,50,1.2282412009999462,150
9,171.0,9,0.5,50,1.3597799399994983,150
10,171.0,10,0.5,50,1.5017992889997913,150
11,171.0,11,0.5,50,1.6485861739993197,150
12,171.0,12,0.5,50,1.7843918999997186,150
13,171.0,13,0.5,50,1.920025703999272,150
14,171.0,14,0.5,50,2.0558771239993803,150
15,171.0,15,0.5,50,2.19044524399942,150
16,171.0,16,0.5,50,2.322393405999719,150
17,171.0,17,0.5,50,2.4524509599996236,150
18,173.0,18,0.5,50,2.5812889809994886,150
19,173.0,19,0.5,50,2.717233710999608,150
20,173.0,20,0.5,50,2.850219009999819,150
21,173.0,21,0.5,50,2.988129394999305,150
22,173.0,22,0.5,50,3.1233349109998017,150
23,175.0,23,0.5,50,3.2586911699991106,150
24,175.0,24,0.5,50,3.391478429000017,150
25,178.0,25,0.5,50,3.5178245789993525,150
26,178.0,26,0.5,50,3.6497934449998866,150
27,178.0,27,0.5,50,3.7834073229996648,150
28,178.0,28,0.5,50,3.915760255999885,150
29,179.0,29,0.5,50,4.047276778999731,150
30,179.0,30,0.5,50,4.182535626999197,150
31,179.0,31,0.5,50,4.323332166999535,150
32,179.0,32,0.5,50,4.453474124999957,150
33,179.0,33,0.5,50,4.58197791099974,150
34,179.0,34,0.5,50,4.715104570999756,150
35,179.0,35,0.5,50,4.846513131999927,150
36,182.0,36,0.5,50,4.977524891999565,150
37,182.0,37,0.5,50,5.111177013999622,150
38,182.0,38,0.5,50,5.246422693999193,150
39,182.0,39,0.5,50,5.3760642509996615,150
40,185.0,40,0.5,50,5.500583689999985,150
41,185.0,41,0.5,50,5.641685721999238,150
42,185.0,42,0.5,50,5.777990828999464,150
43,185.0,43,0.5,50,5.9099632869993,150
44,185.0,44,0.5,50,6.03973009099991,150
45,185.0,45,0.5,50,6.169971012999667,150
46,185.0,46,0.5,50,6.302316783999231,150
47,185.0,47,0.5,50,6.429869677999704,150
48,185.0,48,0.5,50,6.557102539999505,150
49,185.0,49,0.5,50,6.689170562999607,150
50,185.0,50,0.5,50,6.8215241099997,150
