,Fitness,Iteration,Mutation Rate,Population Size,Time,max_iters
0,166.0,0,0.25,150,0.39023425599953043,150
1,166.0,1,0.25,150,0.7941245140000319,150
2,166.0,2,0.25,150,1.1888374800000747,150
3,166.0,3,0.25,150,1.5824237619999622,150
4,166.0,4,0.25,150,1.9683527469996989,150
5,166.0,5,0.25,150,2.36066203900009,150
6,166.0,6,0.25,150,2.7571862859995235,150
7,166.0,7,0.25,150,3.160740942999837,150
8,166.0,8,0.25,150,3.545724933999736,150
9,166.0,9,0.25,150,3.9321593240001675,150
10,166.0,10,0.25,150,4.321954127000026,150
