,Fitness,Iteration,Temperature,Time,max_iters
0,1.0,0,1,6.988700000221115e-05,550
1,1.0,1,1,0.0008054699999995307,550
2,1.0,2,1,0.0009128930000024127,550
3,1.0,3,1,0.0009753990000014312,550
4,1.0,4,1,0.0010309480000003646,550
5,1.0,5,1,0.0010838060000004646,550
6,1.0,6,1,0.001136279000000684,550
7,1.0,7,1,0.0011873040000018875,550
8,1.0,8,1,0.0012376130000006924,550
9,1.0,9,1,0.0012881080000006762,550
10,1.0,10,1,0.0013388859999992064,550
11,1.0,11,1,0.001389345999999847,550
12,2.0,12,1,0.0014404160000012212,550
13,2.0,13,1,0.0014856580000000008,550
14,2.0,14,1,0.0015374940000008053,550
15,2.0,15,1,0.0015885020000006023,550
16,2.0,16,1,0.0016394460000022093,550
17,2.0,17,1,0.0016910400000007542,550
18,2.0,18,1,0.0017424229999996044,550
19,2.0,19,1,0.0017937630000020022,550
20,2.0,20,1,0.0018446470000021975,550
21,2.0,21,1,0.001895752999999445,550
22,2.0,22,1,0.0019467310000003124,550
23,2.0,23,1,0.002006761000000523,550
24,2.0,24,1,0.0020688250000020503,550
25,2.0,25,1,0.002121763000001664,550
26,2.0,26,1,0.0021932269999993537,550
27,2.0,27,1,0.002265691000001624,550
28,2.0,28,1,0.0023210490000025175,550
29,2.0,29,1,0.0023738729999998043,550
30,2.0,30,1,0.0024264960000017766,550
31,2.0,31,1,0.0024785470000026066,550
32,2.0,32,1,0.0025308470000027228,550
33,2.0,33,1,0.002582563000000704,550
34,2.0,34,1,0.0026341960000024756,550
35,2.0,35,1,0.0026854570000018896,550
36,2.0,36,1,0.0027372680000006255,550
37,2.0,37,1,0.0027887070000005565,550
38,2.0,38,1,0.0028400879999992412,550
39,2.0,39,1,0.0028914740000018924,550
40,2.0,40,1,0.002942697000001715,550
41,2.0,41,1,0.002994179000001651,550
42,2.0,42,1,0.0030455140000000824,550
43,2.0,43,1,0.0030964530000012758,550
44,2.0,44,1,0.003151710000000918,550
45,2.0,45,1,0.003203598000002472,550
46,2.0,46,1,0.0032545339999998646,550
47,2.0,47,1,0.0033062500000013983,550
48,2.0,48,1,0.0033578070000004345,550
49,2.0,49,1,0.003409398000002284,550
50,2.0,50,1,0.003460627000002603,550
51,2.0,51,1,0.06901141600000216,550
52,2.0,52,1,0.069079416000001,550
53,2.0,53,1,0.06912837700000196,550
54,2.0,54,1,0.06917284300000048,550
55,2.0,55,1,0.06921631300000186,550
56,2.0,56,1,0.06925886300000172,550
57,2.0,57,1,0.06930147699999978,550
58,2.0,58,1,0.06933703099999988,550
59,2.0,59,1,0.06938271199999946,550
60,2.0,60,1,0.06942647500000021,550
61,2.0,61,1,0.06946869000000078,550
62,2.0,62,1,0.06951060800000164,550
63,2.0,63,1,0.06955249399999985,550
64,2.0,64,1,0.06959372900000105,550
65,2.0,65,1,0.06963571800000068,550
66,2.0,66,1,0.06967908800000089,550
67,2.0,67,1,0.06973967000000059,550
68,2.0,68,1,0.06980914900000101,550
69,2.0,69,1,0.06987865099999979,550
70,2.0,70,1,0.06994649099999961,550
71,2.0,71,1,0.07001514000000242,550
72,2.0,72,1,0.07008445199999969,550
73,2.0,73,1,0.07015663399999994,550
74,2.0,74,1,0.0702224660000006,550
75,2.0,75,1,0.0702860180000009,550
76,2.0,76,1,0.07035147300000233,550
77,2.0,77,1,0.07041570100000172,550
78,2.0,78,1,0.07046763600000006,550
79,2.0,79,1,0.07053713100000181,550
80,2.0,80,1,0.07060355400000162,550
81,2.0,81,1,0.07067034099999958,550
82,2.0,82,1,0.07073656700000086,550
83,1.0,83,1,0.07080401500000022,550
84,1.0,84,1,0.07086926600000254,550
85,1.0,85,1,0.07093384799999924,550
86,1.0,86,1,0.07099723400000002,550
87,1.0,87,1,0.07106141799999932,550
88,1.0,88,1,0.07112604099999942,550
89,1.0,89,1,0.07119340100000215,550
90,1.0,90,1,0.07125792200000092,550
91,1.0,91,1,0.07132194300000094,550
92,1.0,92,1,0.07138577399999946,550
93,1.0,93,1,0.07144913500000172,550
94,1.0,94,1,0.07151205799999971,550
95,1.0,95,1,0.07157499400000233,550
96,1.0,96,1,0.07163984299999981,550
97,1.0,97,1,0.07170225400000163,550
98,1.0,98,1,0.07176473300000197,550
99,1.0,99,1,0.07182838199999964,550
100,1.0,100,1,0.0718915090000003,550
101,1.0,101,1,0.08067718200000229,550
102,1.0,102,1,0.08073120100000253,550
103,1.0,103,1,0.08077510500000074,550
104,1.0,104,1,0.0808162610000025,550
105,1.0,105,1,0.08085637499999976,550
106,1.0,106,1,0.08089505400000263,550
107,1.0,107,1,0.08093600000000123,550
108,1.0,108,1,0.0809744160000001,550
109,1.0,109,1,0.08101214500000253,550
110,1.0,110,1,0.0810501660000007,550
111,1.0,111,1,0.08108793000000247,550
112,1.0,112,1,0.08112537999999958,550
113,1.0,113,1,0.08116294999999951,550
114,1.0,114,1,0.08120006300000071,550
115,1.0,115,1,0.08123729000000068,550
116,1.0,116,1,0.0812750280000003,550
117,1.0,117,1,0.08131286500000101,550
118,3.0,118,1,0.08135070200000172,550
119,3.0,119,1,0.08138841400000274,550
120,3.0,120,1,0.08142823500000063,550
121,3.0,121,1,0.08146793599999924,550
122,3.0,122,1,0.08150807300000196,550
123,3.0,123,1,0.0815481939999998,550
124,3.0,124,1,0.08158802500000206,550
125,3.0,125,1,0.08162750099999982,550
126,3.0,126,1,0.08166692500000039,550
127,3.0,127,1,0.08170939200000049,550
128,3.0,128,1,0.08175059500000259,550
129,3.0,129,1,0.08179213800000085,550
130,3.0,130,1,0.08183388700000194,550
131,3.0,131,1,0.08187488700000145,550
132,3.0,132,1,0.0819160150000009,550
133,3.0,133,1,0.08195697400000057,550
134,3.0,134,1,0.08199026900000206,550
135,3.0,135,1,0.08203201100000257,550
136,3.0,136,1,0.0820733649999994,550
137,3.0,137,1,0.08211429300000006,550
138,3.0,138,1,0.0821551470000017,550
139,3.0,139,1,0.08219619200000139,550
140,3.0,140,1,0.08223678799999945,550
141,3.0,141,1,0.08227034400000122,550
142,3.0,142,1,0.08231183800000252,550
143,3.0,143,1,0.08235286400000064,550
144,3.0,144,1,0.0823934830000006,550
145,3.0,145,1,0.0824344840000002,550
146,3.0,146,1,0.08247514600000017,550
147,3.0,147,1,0.08251557800000242,550
148,6.0,148,1,0.08255659499999979,550
149,6.0,149,1,0.08259837199999964,550
150,6.0,150,1,0.0826413989999999,550
151,6.0,151,1,0.08980809800000245,550
152,9.0,152,1,0.08986728200000016,550
153,9.0,153,1,0.08991681500000226,550
154,9.0,154,1,0.08996521899999976,550
155,9.0,155,1,0.09001252900000267,550
156,9.0,156,1,0.0900591420000012,550
157,9.0,157,1,0.0901056820000008,550
158,9.0,158,1,0.0901539220000025,550
159,9.0,159,1,0.09019963100000084,550
160,9.0,160,1,0.09024676299999967,550
161,9.0,161,1,0.09029291799999939,550
162,9.0,162,1,0.09033931100000103,550
163,9.0,163,1,0.09038558800000018,550
164,9.0,164,1,0.09043122099999934,550
165,9.0,165,1,0.09047637100000117,550
166,9.0,166,1,0.09052485400000165,550
167,9.0,167,1,0.09057304300000268,550
168,9.0,168,1,0.09062188200000065,550
169,9.0,169,1,0.09067034199999924,550
170,9.0,170,1,0.09071778700000266,550
171,9.0,171,1,0.09076559300000042,550
172,9.0,172,1,0.09081344600000207,550
173,9.0,173,1,0.09086113900000115,550
174,9.0,174,1,0.09091126400000249,550
175,9.0,175,1,0.0909589749999995,550
176,9.0,176,1,0.09100658100000203,550
177,9.0,177,1,0.0910540520000005,550
178,9.0,178,1,0.09109182199999921,550
179,9.0,179,1,0.0911404289999993,550
180,9.0,180,1,0.09117518700000105,550
181,9.0,181,1,0.09121185400000087,550
182,9.0,182,1,0.09125984799999998,550
183,9.0,183,1,0.09130647599999975,550
184,9.0,184,1,0.09135279700000254,550
185,9.0,185,1,0.09139952900000026,550
186,11.0,186,1,0.09143652000000202,550
187,11.0,187,1,0.0914837590000026,550
188,11.0,188,1,0.09153243100000097,550
189,11.0,189,1,0.09158111900000065,550
190,11.0,190,1,0.09162927500000251,550
191,11.0,191,1,0.0916779940000012,550
192,11.0,192,1,0.09172700899999953,550
193,11.0,193,1,0.0917756720000007,550
194,11.0,194,1,0.09182504300000005,550
195,11.0,195,1,0.09187375200000147,550
196,11.0,196,1,0.09192210700000203,550
197,11.0,197,1,0.09197181100000051,550
198,11.0,198,1,0.09201043999999925,550
199,11.0,199,1,0.09205974400000017,550
200,11.0,200,1,0.09210917300000077,550
201,11.0,201,1,0.09980276099999941,550
202,11.0,202,1,0.09987196600000203,550
203,11.0,203,1,0.0999287310000021,550
204,11.0,204,1,0.09998181899999992,550
205,11.0,205,1,0.10003478400000176,550
206,11.0,206,1,0.10007194199999958,550
207,11.0,207,1,0.10012385099999932,550
208,11.0,208,1,0.10016133200000255,550
209,11.0,209,1,0.10021200899999982,550
210,11.0,210,1,0.1002630559999993,550
211,11.0,211,1,0.10031348000000051,550
212,11.0,212,1,0.10034899600000102,550
213,11.0,213,1,0.10039912999999956,550
214,11.0,214,1,0.10044929500000066,550
215,11.0,215,1,0.10049898100000121,550
216,11.0,216,1,0.10054851399999976,550
217,11.0,217,1,0.10059735700000161,550
