,Fitness,Iteration,Keep Percent,Population Size,Time,max_iters,use_fast_mimic
0,164.0,0,0.3,50,0.13867190000019036,150,True
1,164.0,1,0.3,50,0.3137498650003181,150,True
2,164.0,2,0.3,50,0.4736894930001654,150,True
3,168.0,3,0.3,50,0.6363127730000997,150,True
4,172.0,4,0.3,50,0.798929166000562,150,True
5,172.0,5,0.3,50,0.9603238500003499,150,True
6,174.0,6,0.3,50,1.1152271950004433,150,True
7,174.0,7,0.3,50,1.2726405880002858,150,True
8,174.0,8,0.3,50,1.4336038390001704,150,True
9,174.0,9,0.3,50,1.5952936749999935,150,True
10,174.0,10,0.3,50,1.7522937370004001,150,True
11,174.0,11,0.3,50,1.9298224230005872,150,True
12,174.0,12,0.3,50,2.0968432010004108,150,True
13,174.0,13,0.3,50,2.263532017000216,150,True
14,174.0,14,0.3,50,2.421870769000634,150,True
15,174.0,15,0.3,50,2.5729148980008176,150,True
16,174.0,16,0.3,50,2.7219608260002133,150,True
